bay_id,lat,lon,has_restriction_data
21536,-37.83512361002232,144.97815746257618,False
63613,-37.81290917979874,144.96746268435092,True
24051,-37.804751311124576,144.95727575889364,True
23973,-37.804624166194984,144.95729821547644,True
9436,-37.80474052112139,144.95739183635203,True
18066,-37.813509381874255,144.93939985108887,True
13410,-37.81976391857569,144.94404744457694,True
24276,-37.81318157593854,144.94223839128688,True
17961,-37.809991277464036,144.9727355959888,False
17964,-37.81015219787814,144.97271136949473,False
17962,-37.81004472092478,144.9727274733333,False
21510,-37.83475669273402,144.9753474904979,False
21490,-37.81974639130393,144.9469095366655,True
21511,-37.83476561110477,144.9754161003376,False
21512,-37.8347745605505,144.97548425618373,True
21513,-37.8347833916472,144.97555188557072,False
21516,-37.834810008289466,144.9757558556579,True
21524,-37.835008253200314,144.9772741358588,True
21525,-37.835017137731064,144.977342242958,True
21526,-37.83502608038235,144.9774106116063,True
21528,-37.83504393491668,144.97754764617855,False
21531,-37.835070725093786,144.97775262386838,True
24046,-37.80487845643643,144.95725330001758,True
14993,-37.81433845861139,144.93748277187038,True
16789,-37.812919869542895,144.93662218231873,True
15324,-37.81383752676466,144.94001000803172,True
18609,-37.8212710393899,144.95103263283488,True
20580,-37.82109882550872,144.95167244390558,True
20582,-37.82119052550672,144.9517446419496,True
15335,-37.8187600792066,144.94786205769583,True
15297,-37.81879598802617,144.94773866306133,True
13465,-37.81932658145388,144.94556048401455,True
13454,-37.819511884723795,144.94492009023043,True
13450,-37.81955547738714,144.94476935934006,True
13470,-37.819280182601176,144.94572153087861,True
13467,-37.81930770047215,144.94562615745838,True
13404,-37.819928185081864,144.94347559820022,True
13398,-37.819987727054716,144.94327086306834,True
13438,-37.82006030671869,144.943340494092,True
13389,-37.820071479458605,144.94298286916285,True
17712,-37.82016212885024,144.93932207496923,True
17714,-37.82012786376523,144.93917896948417,True
18614,-37.82134017031514,144.94461717474638,True
23386,-37.81291378884782,144.94055147494873,True
15326,-37.813785369878,144.94014689679244,True
15006,-37.81453906008801,144.93992259354616,True
15001,-37.814487901283876,144.93989158986483,True
23952,-37.81376197296319,144.94020842149936,True
18526,-37.8209802619662,144.94431080784483,True
18568,-37.819708753143885,144.94980291978067,True
18569,-37.81975611201209,144.9498402587675,True
20625,-37.82050623465054,144.94290861086614,False
20608,-37.821109160196784,144.9453518461956,True
20609,-37.82105050953709,144.9453364240078,True
20610,-37.8209933776988,144.94532288408283,True
15026,-37.821065145968376,144.9442510973915,True
18524,-37.82086060421838,144.9442537418388,True
15027,-37.82082484993619,144.94413789756015,True
15030,-37.82094549194014,144.94419402741204,True
23951,-37.81381359654105,144.94007461187073,True
16284,-37.82020943094864,144.94395853447838,True
17481,-37.820369910975984,144.9416538788944,True
17498,-37.82016441419583,144.9423597136809,True
17499,-37.82018292369378,144.94229570439836,True
20619,-37.81958733493094,144.94585276802383,True
20624,-37.81986006122925,144.94592410249493,True
20921,-37.820205691514495,144.9460135602858,True
20924,-37.82038876842533,144.94606127507134,True
20571,-37.82044900242458,144.9511568011041,True
18533,-37.81960518912028,144.95052582905598,True
18532,-37.81954176999457,144.95047574179642,True
18605,-37.82091263023649,144.95075208554005,True
18611,-37.82136374841589,144.9511060088177,True
18632,-37.82114193227716,144.9437888417761,True
18633,-37.821157561490935,144.94385407747703,True
15094,-37.82130457508666,144.9437272277152,True
15097,-37.821353550626135,144.9439315523408,True
15092,-37.82127096755983,144.94358696032316,True
18621,-37.82110352835018,144.94288605521916,True
20617,-37.81938983073863,144.94361466018285,True
20618,-37.81933640648754,144.94359021203934,True
20904,-37.819748601841326,144.94533978016804,True
20911,-37.820375347961914,144.94550297445886,True
20912,-37.82044371041454,144.94552089254,True
20588,-37.82015466628,144.9472802015655,True
20590,-37.820000362979314,144.9472151454358,True
20591,-37.81993083805543,144.94718710333325,True
20593,-37.819779418280326,144.9471201563455,True
20594,-37.81969427324976,144.94707993885555,True
21484,-37.82020659171873,144.9471070440767,True
21486,-37.82005184338577,144.9470437741028,True
18610,-37.8213149139644,144.95106735784597,True
20574,-37.82061466205916,144.95129142556084,True
20578,-37.82098668845575,144.95158360736895,True
20579,-37.82105107549779,144.95163483797234,True
17323,-37.81273813458455,144.94008473692233,False
17332,-37.81245577522808,144.94082796419855,False
17333,-37.812398460108454,144.94098060138185,False
17322,-37.81276050620322,144.9400258211169,False
23379,-37.81327220575271,144.94076869835573,True
23380,-37.81321970698011,144.94073728837014,True
23382,-37.81311452447977,144.94067298901103,True
23384,-37.81301135365827,144.9406106906834,True
23388,-37.81281610038995,144.94049356578773,True
11368,-37.804210079151204,144.9554448621994,True
11361,-37.80401038133249,144.95548075877602,True
11367,-37.804185104859556,144.9554493513089,True
