bay_id,slot_num,lat,lon,status,typedesc,fromday,today,starttime,endtime,duration_mins,disabilityext_mins,plain_english,is_active_now,is_strict,rule_category
12125,3.0,-37.798846412573006,144.95179886613525,Present,4P,6,6,07:30,12:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
12125,4.0,-37.798846412573006,144.95179886613525,Present,4P,1,5,07:30,18:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
12125,5.0,-37.798846412573006,144.95179886613525,Present,PP,1,6,07:30,18:30,,,Restriction: PP. Check the physical sign for full details.,False,False,other
12126,1.0,-37.79886412173153,144.95177630840527,Present,2P,1,5,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
12126,2.0,-37.79886412173153,144.95177630840527,Present,2P,6,6,07:30,12:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
12126,3.0,-37.79886412173153,144.95177630840527,Present,4P,6,6,07:30,12:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
12126,4.0,-37.79886412173153,144.95177630840527,Present,4P,1,5,07:30,18:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
12126,5.0,-37.79886412173153,144.95177630840527,Present,PP,1,6,07:30,18:30,,,Restriction: PP. Check the physical sign for full details.,False,False,other
12127,1.0,-37.79888137458295,144.95175433050696,Present,2P,1,5,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
12127,2.0,-37.79888137458295,144.95175433050696,Present,2P,6,6,07:30,12:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
12127,3.0,-37.79888137458295,144.95175433050696,Present,4P,6,6,07:30,12:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
12127,4.0,-37.79888137458295,144.95175433050696,Present,4P,1,5,07:30,18:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
12127,5.0,-37.79888137458295,144.95175433050696,Present,PP,1,6,07:30,18:30,,,Restriction: PP. Check the physical sign for full details.,False,False,other
12289,1.0,-37.79943607419172,144.95301381430374,Present,4P,6,6,07:30,12:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
12289,2.0,-37.79943607419172,144.95301381430374,Present,4P,1,5,07:30,18:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
12289,3.0,-37.79943607419172,144.95301381430374,Present,2P,6,6,07:30,12:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
12289,4.0,-37.79943607419172,144.95301381430374,Present,2P,1,5,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
14858,1.0,-37.80102856660713,144.95641996698578,Absent,2P,1,5,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
14858,2.0,-37.80102856660713,144.95641996698578,Absent,2P,6,6,07:30,12:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
15023,1.0,-37.81403349531159,144.94124113346405,Present,2P,1,6,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
12081,1.0,-37.800475718439,144.9538215852339,Absent,2P,6,6,07:30,12:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
12081,2.0,-37.800475718439,144.9538215852339,Absent,2P,1,5,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
12081,3.0,-37.800475718439,144.9538215852339,Absent,4P,1,5,07:30,18:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
12081,4.0,-37.800475718439,144.9538215852339,Absent,4P,6,6,07:30,12:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
13149,1.0,-37.844912885673864,144.979871702389,Present,2P,1,5,16:00,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
13149,2.0,-37.844912885673864,144.979871702389,Present,2P,6,6,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
13149,3.0,-37.844912885673864,144.979871702389,Present,2P,1,6,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
22417,1.0,-37.84497907267978,144.9803778204718,Present,2P,1,5,16:00,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
22417,2.0,-37.84497907267978,144.9803778204718,Present,2P,6,6,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
22417,3.0,-37.84497907267978,144.9803778204718,Present,2P,1,6,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
21540,1.0,-37.84512649351755,144.98007959942652,Present,2P,1,5,16:00,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
21540,2.0,-37.84512649351755,144.98007959942652,Present,2P,6,6,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
21540,3.0,-37.84512649351755,144.98007959942652,Present,2P,1,6,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
21742,1.0,-37.84798233983153,144.982322414484,Absent,PP,1,6,07:30,18:30,,,Restriction: PP. Check the physical sign for full details.,False,False,other
21742,2.0,-37.84798233983153,144.982322414484,Absent,2P,1,5,07:30,18:30,120,,Park for up to 2 hours. No payment required.,False,False,timed
21742,3.0,-37.84798233983153,144.982322414484,Absent,4P,1,6,07:30,18:30,240,,Park for up to 4 hours. No payment required.,False,False,timed
21742,4.0,-37.84798233983153,144.982322414484,Absent,2P,1,5,09:30,15:00,120,,Park for up to 2 hours. No payment required.,False,False,timed
21742,5.0,-37.84798233983153,144.982322414484,Absent,PP,6,6,07:30,18:30,,,Restriction: PP. Check the physical sign for full details.,False,False,other
21742,6.0,-37.84798233983153,144.982322414484,Absent,P/15MINS,1,5,07:30,09:30,15,,Restriction: P/15MINS. Check the physical sign for full details.,False,False,timed
21742,7.0,-37.84798233983153,144.982322414484,Absent,5P,1,5,07:30,09:30,300,,Park for up to 5 hours. No payment required.,False,False,timed
