name,description,lat,lng
Grant Street between Wells Street and Dodds Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8254176<br>Longitude: 144.969048<br>Latitude: -37.8254176<br>Longitude: 144.969048<br>﻿UsageType: Disable Parking,-37.825418,144.969048
Grant Street between Wells Street and Dodds Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.825408<br>Longitude: 144.9690836<br>Latitude: -37.825408<br>Longitude: 144.9690836<br>﻿UsageType: Disable Parking,-37.825408,144.969084
Grant Street between St Kilda Road and Wells Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8250819<br>Longitude: 144.9702058<br>Latitude: -37.8250819<br>Longitude: 144.9702058<br>﻿UsageType: Disable Parking,-37.825082,144.970206
Gower Street between Macaulay Road and Derby Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7951598<br>Longitude: 144.9287557<br>Latitude: -37.7951598<br>Longitude: 144.9287557<br>﻿UsageType: Disable Parking,-37.79516,144.928756
Gower Street between Macaulay Road and Derby Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7949985<br>Longitude: 144.9290346<br>Latitude: -37.7949985<br>Longitude: 144.9290346<br>﻿UsageType: Disable Parking,-37.794998,144.929035
Gower Street between Macaulay Road and Derby Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7948969<br>Longitude: 144.9292103<br>Latitude: -37.7948969<br>Longitude: 144.9292103<br>﻿UsageType: Disable Parking,-37.794897,144.92921
Gower Street between Macaulay Road and Derby Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7946146<br>Longitude: 144.9298393<br>Latitude: -37.7946146<br>Longitude: 144.9298393<br>﻿UsageType: Disable Parking,-37.794615,144.929839
Gordon Crescent between Market Street and McCracken Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7907295<br>Longitude: 144.9266335<br>Latitude: -37.7907295<br>Longitude: 144.9266335<br>﻿UsageType: Disable Parking,-37.79073,144.926634
Gisborne Street between Cathedral Place and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8101016<br>Longitude: 144.9754098<br>Latitude: -37.8101016<br>Longitude: 144.9754098<br>﻿UsageType: Disable Parking,-37.810102,144.97541
Gisborne Street between Albert Street and Victoria Parade,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8088293<br>Longitude: 144.9756248<br>Latitude: -37.8088293<br>Longitude: 144.9756248<br>﻿UsageType: Disable Parking,-37.808829,144.975625
Gisborne Street between Albert Street and Victoria Parade,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8091274<br>Longitude: 144.9758678<br>Latitude: -37.8091274<br>Longitude: 144.9758678<br>﻿UsageType: Disable Parking,-37.809127,144.975868
Gisborne Street between Albert Street and Victoria Parade,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8090676<br>Longitude: 144.9758778<br>Latitude: -37.8090676<br>Longitude: 144.9758778<br>﻿UsageType: Disable Parking,-37.809068,144.975878
Gisborne Street between Albert Street and Victoria Parade,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8090074<br>Longitude: 144.975888<br>Latitude: -37.8090074<br>Longitude: 144.975888<br>﻿UsageType: Disable Parking,-37.809007,144.975888
Gisborne Street between Albert Street and Victoria Parade,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8089479<br>Longitude: 144.975898<br>Latitude: -37.8089479<br>Longitude: 144.975898<br>﻿UsageType: Disable Parking,-37.808948,144.975898
Gipps Street between Powlett Street and Clarendon Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8127189<br>Longitude: 144.9838327<br>Latitude: -37.8127189<br>Longitude: 144.9838327<br>﻿UsageType: Disable Parking,-37.812719,144.983833
Gipps Street between Hoddle Street and Darling Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8135618<br>Longitude: 144.9903186<br>Latitude: -37.8135618<br>Longitude: 144.9903186<br>﻿UsageType: Disable Parking,-37.813562,144.990319
George Street between Hoddle Street and Simpson Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8156966<br>Longitude: 144.9890261<br>Latitude: -37.8156966<br>Longitude: 144.9890261<br>﻿UsageType: Disable Parking,-37.815697,144.989026
Geographe Street between Bourke Street and Keera Way,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8205843<br>Longitude: 144.9455658<br>Latitude: -37.8205843<br>Longitude: 144.9455658<br>﻿UsageType: Disable Parking,-37.820584,144.945566
Gatehouse Drive between Stockmans Way and Smithfield Road,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7920127<br>Longitude: 144.9195716<br>Latitude: -37.7920127<br>Longitude: 144.9195716<br>﻿UsageType: Disable Parking,-37.792013,144.919572
Garton Street between MacPherson Street and Bowen Crescent,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7846974<br>Longitude: 144.9635692<br>Latitude: -37.7846974<br>Longitude: 144.9635692<br>﻿UsageType: Disable Parking,-37.784697,144.963569
Garton Street between MacPherson Street and Bowen Crescent,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7846422<br>Longitude: 144.963578<br>Latitude: -37.7846422<br>Longitude: 144.963578<br>﻿UsageType: Disable Parking,-37.784642,144.963578
Franklin Street between Victoria Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8071735<br>Longitude: 144.9635563<br>Latitude: -37.8071735<br>Longitude: 144.9635563<br>﻿UsageType: Disable Parking,-37.807174,144.963556
Franklin Street between Victoria Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8071494<br>Longitude: 144.9636395<br>Latitude: -37.8071494<br>Longitude: 144.9636395<br>﻿UsageType: Disable Parking,-37.807149,144.96364
Franklin Street between Swanston Street and Elizabeth Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8078365<br>Longitude: 144.9612735<br>Latitude: -37.8078365<br>Longitude: 144.9612735<br>﻿UsageType: Disable Parking,-37.807836,144.961274
Franklin Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8095016<br>Longitude: 144.9573793<br>Latitude: -37.8095016<br>Longitude: 144.9573793<br>﻿UsageType: Disable Parking,-37.809502,144.957379
Franklin Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8094928<br>Longitude: 144.9573005<br>Latitude: -37.8094928<br>Longitude: 144.9573005<br>﻿UsageType: Disable Parking,-37.809493,144.9573
Flinders Street between Russell Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8169551<br>Longitude: 144.9687968<br>Latitude: -37.8169551<br>Longitude: 144.9687968<br>﻿UsageType: Disable Parking,-37.816955,144.968797
Flinders Street between King Street and Spencer Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8205555<br>Longitude: 144.9572115<br>Latitude: -37.8205555<br>Longitude: 144.9572115<br>﻿UsageType: Disable Parking,-37.820556,144.957212
Flinders Street between Elizabeth Street and Queen Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8186041<br>Longitude: 144.9631344<br>Latitude: -37.8186041<br>Longitude: 144.9631344<br>﻿UsageType: Disable Parking,-37.818604,144.963134
Flinders Lane between William Street and King Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8189864<br>Longitude: 144.9583056<br>Latitude: -37.8189864<br>Longitude: 144.9583056<br>﻿UsageType: Disable Parking,-37.818986,144.958306
Flinders Lane between Swanston Street and Elizabeth Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8167643<br>Longitude: 144.9660155<br>Latitude: -37.8167643<br>Longitude: 144.9660155<br>﻿UsageType: Disable Parking,-37.816764,144.966016
Flinders Lane between Swanston Street and Elizabeth Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.816742<br>Longitude: 144.9660927<br>Latitude: -37.816742<br>Longitude: 144.9660927<br>﻿UsageType: Disable Parking,-37.816742,144.966093
Flinders Lane between Swanston Street and Elizabeth Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8167007<br>Longitude: 144.9662379<br>Latitude: -37.8167007<br>Longitude: 144.9662379<br>﻿UsageType: Disable Parking,-37.816701,144.966238
Flinders Lane between Queen Street and Market Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.818036<br>Longitude: 144.9614848<br>Latitude: -37.818036<br>Longitude: 144.9614848<br>﻿UsageType: Disable Parking,-37.818036,144.961485
Flinders Lane between King Street and Spencer Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.819593<br>Longitude: 144.9561936<br>Latitude: -37.819593<br>Longitude: 144.9561936<br>﻿UsageType: Disable Parking,-37.819593,144.956194
Flinders Lane between King Street and Spencer Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8195728<br>Longitude: 144.9562734<br>Latitude: -37.8195728<br>Longitude: 144.9562734<br>﻿UsageType: Disable Parking,-37.819573,144.956273
Flinders Lane between Elizabeth Street and Queen Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8172905<br>Longitude: 144.9642135<br>Latitude: -37.8172905<br>Longitude: 144.9642135<br>﻿UsageType: Disable Parking,-37.81729,144.964214
Flemington Road between Wreckyn Street and Villiers Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7994514<br>Longitude: 144.9544601<br>Latitude: -37.7994514<br>Longitude: 144.9544601<br>﻿UsageType: Disable Parking,-37.799451,144.95446
Flemington Road between Villiers Street and Harcourt Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985313<br>Longitude: 144.9539888<br>Latitude: -37.7985313<br>Longitude: 144.9539888<br>﻿UsageType: Disable Parking,-37.798531,144.953989
Flemington Road between Villiers Street and Harcourt Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984867<br>Longitude: 144.9539326<br>Latitude: -37.7984867<br>Longitude: 144.9539326<br>﻿UsageType: Disable Parking,-37.798487,144.953933
Flemington Road between Villiers Street and Harcourt Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984471<br>Longitude: 144.9538829<br>Latitude: -37.7984471<br>Longitude: 144.9538829<br>﻿UsageType: Disable Parking,-37.798447,144.953883
Flemington Road between Murphy Street and Harker Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7965896<br>Longitude: 144.9515518<br>Latitude: -37.7965896<br>Longitude: 144.9515518<br>﻿UsageType: Disable Parking,-37.79659,144.951552
Flemington Road between Gatehouse Street and Abbotsford Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7957082<br>Longitude: 144.9497664<br>Latitude: -37.7957082<br>Longitude: 144.9497664<br>﻿UsageType: Disable Parking,-37.795708,144.949766
Flemington Road between Gatehouse Street and Abbotsford Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7953028<br>Longitude: 144.9499386<br>Latitude: -37.7953028<br>Longitude: 144.9499386<br>﻿UsageType: Disable Parking,-37.795303,144.949939
Flemington Road between Gatehouse Street and Abbotsford Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7949329<br>Longitude: 144.9494762<br>Latitude: -37.7949329<br>Longitude: 144.9494762<br>﻿UsageType: Disable Parking,-37.794933,144.949476
Flemington Road between Gatehouse Street and Abbotsford Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7948942<br>Longitude: 144.9494284<br>Latitude: -37.7948942<br>Longitude: 144.9494284<br>﻿UsageType: Disable Parking,-37.794894,144.949428
Fisken Place between Newton Street and Fisken Walk,description: ﻿UsageType: Disable Parking<br>Latitude: -37.795485<br>Longitude: 144.9241<br>Latitude: -37.795485<br>Longitude: 144.9241<br>﻿UsageType: Disable Parking,-37.795485,144.9241
Fisken Place between Newton Street and Fisken Walk,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7954659<br>Longitude: 144.9240827<br>Latitude: -37.7954659<br>Longitude: 144.9240827<br>﻿UsageType: Disable Parking,-37.795466,144.924083
Fawkner Street between Southbank Boulevard and Fanning Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8226015<br>Longitude: 144.9655632<br>Latitude: -37.8226015<br>Longitude: 144.9655632<br>﻿UsageType: Disable Parking,-37.822602,144.965563
Fawkner Street between Southbank Boulevard and Fanning Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8222651<br>Longitude: 144.9664265<br>Latitude: -37.8222651<br>Longitude: 144.9664265<br>﻿UsageType: Disable Parking,-37.822265,144.966426
Faraday Street between Drummond Street and Lygon Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7988601<br>Longitude: 144.9682609<br>Latitude: -37.7988601<br>Longitude: 144.9682609<br>﻿UsageType: Disable Parking,-37.79886,144.968261
Faraday Street between Drummond Street and Lygon Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7988416<br>Longitude: 144.9680906<br>Latitude: -37.7988416<br>Longitude: 144.9680906<br>﻿UsageType: Disable Parking,-37.798842,144.968091
Faraday Street between Cardigan Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985515<br>Longitude: 144.9654168<br>Latitude: -37.7985515<br>Longitude: 144.9654168<br>﻿UsageType: Disable Parking,-37.798552,144.965417
Faraday Street between Cardigan Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985038<br>Longitude: 144.9649858<br>Latitude: -37.7985038<br>Longitude: 144.9649858<br>﻿UsageType: Disable Parking,-37.798504,144.964986
Exhibition Street between Lonsdale Street and Little Lonsdale Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8095222<br>Longitude: 144.9693228<br>Latitude: -37.8095222<br>Longitude: 144.9693228<br>﻿UsageType: Disable Parking,-37.809522,144.969323
Exhibition Street between Little Collins Street and Bourke Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.812636<br>Longitude: 144.9709182<br>Latitude: -37.812636<br>Longitude: 144.9709182<br>﻿UsageType: Disable Parking,-37.812636,144.970918
Exhibition Street between Collins Street and Little Collins Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8134907<br>Longitude: 144.9711438<br>Latitude: -37.8134907<br>Longitude: 144.9711438<br>﻿UsageType: Disable Parking,-37.813491,144.971144
Exhibition Street between Collins Street and Little Collins Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8134324<br>Longitude: 144.9711167<br>Latitude: -37.8134324<br>Longitude: 144.9711167<br>﻿UsageType: Disable Parking,-37.813432,144.971117
Exhibition Street between Bourke Street and Little Bourke Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8116102<br>Longitude: 144.970448<br>Latitude: -37.8116102<br>Longitude: 144.970448<br>﻿UsageType: Disable Parking,-37.81161,144.970448
Exhibition Street between Bourke Street and Little Bourke Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8115592<br>Longitude: 144.9704248<br>Latitude: -37.8115592<br>Longitude: 144.9704248<br>﻿UsageType: Disable Parking,-37.811559,144.970425
Erskine Street between Dryburgh Street and Melrose Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7945701<br>Longitude: 144.9432207<br>Latitude: -37.7945701<br>Longitude: 144.9432207<br>﻿UsageType: Disable Parking,-37.79457,144.943221
Errol Street between Victoria Street and Queensberry Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8048591<br>Longitude: 144.9492138<br>Latitude: -37.8048591<br>Longitude: 144.9492138<br>﻿UsageType: Disable Parking,-37.804859,144.949214
Errol Street between Victoria Street and Queensberry Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8035145<br>Longitude: 144.9496414<br>Latitude: -37.8035145<br>Longitude: 144.9496414<br>﻿UsageType: Disable Parking,-37.803514,144.949641
Errol Street between Victoria Street and Queensberry Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8034182<br>Longitude: 144.9496579<br>Latitude: -37.8034182<br>Longitude: 144.9496579<br>﻿UsageType: Disable Parking,-37.803418,144.949658
Elizabeth Street between Queensberry Street and Pelham Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8032231<br>Longitude: 144.9578643<br>Latitude: -37.8032231<br>Longitude: 144.9578643<br>﻿UsageType: Disable Parking,-37.803223,144.957864
Elizabeth Street between Queensberry Street and Pelham Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.803222<br>Longitude: 144.958343<br>Latitude: -37.803222<br>Longitude: 144.958343<br>﻿UsageType: Disable Parking,-37.803222,144.958343
Elizabeth Street between Lonsdale Street and Little Lonsdale Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8116678<br>Longitude: 144.9620898<br>Latitude: -37.8116678<br>Longitude: 144.9620898<br>﻿UsageType: Disable Parking,-37.811668,144.96209
Elizabeth Street between Little Collins Street and Bourke Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8147038<br>Longitude: 144.963263<br>Latitude: -37.8147038<br>Longitude: 144.963263<br>﻿UsageType: Disable Parking,-37.814704,144.963263
Elizabeth Street between Little Collins Street and Bourke Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8146476<br>Longitude: 144.9632332<br>Latitude: -37.8146476<br>Longitude: 144.9632332<br>﻿UsageType: Disable Parking,-37.814648,144.963233
Elizabeth Street between Little Collins Street and Bourke Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8145949<br>Longitude: 144.9632072<br>Latitude: -37.8145949<br>Longitude: 144.9632072<br>﻿UsageType: Disable Parking,-37.814595,144.963207
Elizabeth Street between Little Bourke Street and Lonsdale Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8128411<br>Longitude: 144.9626304<br>Latitude: -37.8128411<br>Longitude: 144.9626304<br>﻿UsageType: Disable Parking,-37.812841,144.96263
Elizabeth Street between Little Bourke Street and Lonsdale Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8127903<br>Longitude: 144.962607<br>Latitude: -37.8127903<br>Longitude: 144.962607<br>﻿UsageType: Disable Parking,-37.81279,144.962607
Elizabeth Street between La Trobe Street and Little La Trobe Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8099103<br>Longitude: 144.9612833<br>Latitude: -37.8099103<br>Longitude: 144.9612833<br>﻿UsageType: Disable Parking,-37.80991,144.961283
Elgin Street between Drummond Street and Lygon Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7971091<br>Longitude: 144.9680619<br>Latitude: -37.7971091<br>Longitude: 144.9680619<br>﻿UsageType: Disable Parking,-37.797109,144.968062
Elgin Street between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7976558<br>Longitude: 144.9713908<br>Latitude: -37.7976558<br>Longitude: 144.9713908<br>﻿UsageType: Disable Parking,-37.797656,144.971391
Eastwood Street between Hardiman Street and MacAulay Road,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7947356<br>Longitude: 144.9312248<br>Latitude: -37.7947356<br>Longitude: 144.9312248<br>﻿UsageType: Disable Parking,-37.794736,144.931225
Eastwood Street between Hardiman Street and MacAulay Road,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7947317<br>Longitude: 144.9312227<br>Latitude: -37.7947317<br>Longitude: 144.9312227<br>﻿UsageType: Disable Parking,-37.794732,144.931223
Eades Street between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8092869<br>Longitude: 144.9809986<br>Latitude: -37.8092869<br>Longitude: 144.9809986<br>﻿UsageType: Disable Parking,-37.809287,144.980999
Eades Street between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8092534<br>Longitude: 144.9811788<br>Latitude: -37.8092534<br>Longitude: 144.9811788<br>﻿UsageType: Disable Parking,-37.809253,144.981179
Eades Street between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8092313<br>Longitude: 144.9810077<br>Latitude: -37.8092313<br>Longitude: 144.9810077<br>﻿UsageType: Disable Parking,-37.809231,144.981008
Eades Street between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8091895<br>Longitude: 144.9811892<br>Latitude: -37.8091895<br>Longitude: 144.9811892<br>﻿UsageType: Disable Parking,-37.80919,144.981189
Eades Street between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8091745<br>Longitude: 144.9810169<br>Latitude: -37.8091745<br>Longitude: 144.9810169<br>﻿UsageType: Disable Parking,-37.809174,144.981017
Eades Street between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8091662<br>Longitude: 144.981193<br>Latitude: -37.8091662<br>Longitude: 144.981193<br>﻿UsageType: Disable Parking,-37.809166,144.981193
Dudley Street between William Street and Milton Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8087355<br>Longitude: 144.9543608<br>Latitude: -37.8087355<br>Longitude: 144.9543608<br>﻿UsageType: Disable Parking,-37.808736,144.954361
Dudley Street between William Street and Milton Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8087125<br>Longitude: 144.9544409<br>Latitude: -37.8087125<br>Longitude: 144.9544409<br>﻿UsageType: Disable Parking,-37.808712,144.954441
Dudley Street between King Street and Spencer Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8097704<br>Longitude: 144.95112<br>Latitude: -37.8097704<br>Longitude: 144.95112<br>﻿UsageType: Disable Parking,-37.80977,144.95112
Dryburgh Street between Brougham Street and Curran Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7930546<br>Longitude: 144.9451445<br>Latitude: -37.7930546<br>Longitude: 144.9451445<br>﻿UsageType: Disable Parking,-37.793055,144.945144
Drummond Street between Victoria Street and Queensberry Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.805785<br>Longitude: 144.9674591<br>Latitude: -37.805785<br>Longitude: 144.9674591<br>﻿UsageType: Disable Parking,-37.805785,144.967459
Drummond Street between Queensberry Street and Pelham Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8046196<br>Longitude: 144.9678951<br>Latitude: -37.8046196<br>Longitude: 144.9678951<br>﻿UsageType: Disable Parking,-37.80462,144.967895
Drummond Street between Pelham Street and Grattan Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8012819<br>Longitude: 144.9682304<br>Latitude: -37.8012819<br>Longitude: 144.9682304<br>﻿UsageType: Disable Parking,-37.801282,144.96823
Drummond Street between Pelham Street and Grattan Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8012273<br>Longitude: 144.9682399<br>Latitude: -37.8012273<br>Longitude: 144.9682399<br>﻿UsageType: Disable Parking,-37.801227,144.96824
Drummond Street between Palmerston Street and Princes Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7936965<br>Longitude: 144.9697749<br>Latitude: -37.7936965<br>Longitude: 144.9697749<br>﻿UsageType: Disable Parking,-37.793696,144.969775
Drummond Street between Palmerston Street and Princes Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7936247<br>Longitude: 144.9697872<br>Latitude: -37.7936247<br>Longitude: 144.9697872<br>﻿UsageType: Disable Parking,-37.793625,144.969787
Drummond Street between Palmerston Street and Princes Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7931257<br>Longitude: 144.969873<br>Latitude: -37.7931257<br>Longitude: 144.969873<br>﻿UsageType: Disable Parking,-37.793126,144.969873
Drummond Street between Grattan Street and Faraday Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7991019<br>Longitude: 144.9686054<br>Latitude: -37.7991019<br>Longitude: 144.9686054<br>﻿UsageType: Disable Parking,-37.799102,144.968605
Drummond Street between Faraday Street and Elgin Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7983294<br>Longitude: 144.9689764<br>Latitude: -37.7983294<br>Longitude: 144.9689764<br>﻿UsageType: Disable Parking,-37.798329,144.968976
Drummond Street between Faraday Street and Elgin Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7979508<br>Longitude: 144.9688018<br>Latitude: -37.7979508<br>Longitude: 144.9688018<br>﻿UsageType: Disable Parking,-37.797951,144.968802
Drummond Street between Faraday Street and Elgin Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7978883<br>Longitude: 144.9688127<br>Latitude: -37.7978883<br>Longitude: 144.9688127<br>﻿UsageType: Disable Parking,-37.797888,144.968813
Dorcas Street between Wells Street and Dodds Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8309197<br>Longitude: 144.9675187<br>Latitude: -37.8309197<br>Longitude: 144.9675187<br>﻿UsageType: Disable Parking,-37.83092,144.967519
Dorcas Street between Wells Street and Dodds Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8309031<br>Longitude: 144.9675954<br>Latitude: -37.8309031<br>Longitude: 144.9675954<br>﻿UsageType: Disable Parking,-37.830903,144.967595
Dorcas Street between Wells Street and Dodds Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8308892<br>Longitude: 144.9676434<br>Latitude: -37.8308892<br>Longitude: 144.9676434<br>﻿UsageType: Disable Parking,-37.830889,144.967643
Dorcas Street between Wells Street and Dodds Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8308753<br>Longitude: 144.9676914<br>Latitude: -37.8308753<br>Longitude: 144.9676914<br>﻿UsageType: Disable Parking,-37.830875,144.967691
Dorcas Street between Dodds Street and Kings Way,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8312992<br>Longitude: 144.9662366<br>Latitude: -37.8312992<br>Longitude: 144.9662366<br>﻿UsageType: Disable Parking,-37.831299,144.966237
Domain Street between Toorak Road and Bromby Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8370318<br>Longitude: 144.9781429<br>Latitude: -37.8370318<br>Longitude: 144.9781429<br>﻿UsageType: Disable Parking,-37.837032,144.978143
Domain Road between St Kilda Road and Dallas Brooks Drive,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8332401<br>Longitude: 144.9752355<br>Latitude: -37.8332401<br>Longitude: 144.9752355<br>﻿UsageType: Disable Parking,-37.83324,144.975236
Domain Road between Millswyn Street and Park Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8340169<br>Longitude: 144.9821013<br>Latitude: -37.8340169<br>Longitude: 144.9821013<br>﻿UsageType: Disable Parking,-37.834017,144.982101
Dodds Street between Southbank Boulevard and Grant Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8241743<br>Longitude: 144.9684432<br>Latitude: -37.8241743<br>Longitude: 144.9684432<br>﻿UsageType: Disable Parking,-37.824174,144.968443
Dodds Street between Southbank Boulevard and Grant Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8241359<br>Longitude: 144.9685716<br>Latitude: -37.8241359<br>Longitude: 144.9685716<br>﻿UsageType: Disable Parking,-37.824136,144.968572
Dodds Street between Southbank Boulevard and Grant Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8241151<br>Longitude: 144.9684611<br>Latitude: -37.8241151<br>Longitude: 144.9684611<br>﻿UsageType: Disable Parking,-37.824115,144.968461
Dodds Street between Southbank Boulevard and Grant Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8240296<br>Longitude: 144.968487<br>Latitude: -37.8240296<br>Longitude: 144.968487<br>﻿UsageType: Disable Parking,-37.82403,144.968487
Dodds Street between Southbank Boulevard and Grant Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.823973<br>Longitude: 144.9685042<br>Latitude: -37.823973<br>Longitude: 144.9685042<br>﻿UsageType: Disable Parking,-37.823973,144.968504
Dodds Street between Miles Street and Grant Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.827428<br>Longitude: 144.9674583<br>Latitude: -37.827428<br>Longitude: 144.9674583<br>﻿UsageType: Disable Parking,-37.827428,144.967458
Dodds Street between Miles Street and Grant Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8273821<br>Longitude: 144.9674721<br>Latitude: -37.8273821<br>Longitude: 144.9674721<br>﻿UsageType: Disable Parking,-37.827382,144.967472
