name,description,lat,lng
Nicholson Street between Victoria Street and Carlton Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8028738<br>Longitude: 144.9739328<br>Latitude: -37.8028738<br>Longitude: 144.9739328<br>﻿UsageType: Disable Parking,-37.802874,144.973933
Newton Street between Devon Street and Fisken Place,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7954403<br>Longitude: 144.9237673<br>Latitude: -37.7954403<br>Longitude: 144.9237673<br>﻿UsageType: Disable Parking,-37.79544,144.923767
Neill Street between Rathdowne Street and Canning Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7943001<br>Longitude: 144.9719499<br>Latitude: -37.7943001<br>Longitude: 144.9719499<br>﻿UsageType: Disable Parking,-37.7943,144.97195
Navigation Drive between Collins Street and Harbour Esplanade,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8223013<br>Longitude: 144.9466906<br>Latitude: -37.8223013<br>Longitude: 144.9466906<br>﻿UsageType: Disable Parking,-37.822301,144.946691
Moubray Street between St Kilda Road and Punt Road,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8480459<br>Longitude: 144.9829556<br>Latitude: -37.8480459<br>Longitude: 144.9829556<br>﻿UsageType: Disable Parking,-37.848046,144.982956
Moubray Street between St Kilda Road and Punt Road,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8479621<br>Longitude: 144.9822709<br>Latitude: -37.8479621<br>Longitude: 144.9822709<br>﻿UsageType: Disable Parking,-37.847962,144.982271
Moubray Street between St Kilda Road and Punt Road,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8479321<br>Longitude: 144.9820269<br>Latitude: -37.8479321<br>Longitude: 144.9820269<br>﻿UsageType: Disable Parking,-37.847932,144.982027
Moubray Street between St Kilda Road and Punt Road,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8478537<br>Longitude: 144.9805363<br>Latitude: -37.8478537<br>Longitude: 144.9805363<br>﻿UsageType: Disable Parking,-37.847854,144.980536
Morrison Place between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8089551<br>Longitude: 144.9766123<br>Latitude: -37.8089551<br>Longitude: 144.9766123<br>﻿UsageType: Disable Parking,-37.808955,144.976612
Morrison Place between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8089026<br>Longitude: 144.9766213<br>Latitude: -37.8089026<br>Longitude: 144.9766213<br>﻿UsageType: Disable Parking,-37.808903,144.976621
Morrison Place between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8088493<br>Longitude: 144.9766302<br>Latitude: -37.8088493<br>Longitude: 144.9766302<br>﻿UsageType: Disable Parking,-37.808849,144.97663
Morrison Place between Victoria Parade and Albert Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8087975<br>Longitude: 144.976639<br>Latitude: -37.8087975<br>Longitude: 144.976639<br>﻿UsageType: Disable Parking,-37.808798,144.976639
Molesworth Street between Harker Street and Abbotsford Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7975266<br>Longitude: 144.9480882<br>Latitude: -37.7975266<br>Longitude: 144.9480882<br>﻿UsageType: Disable Parking,-37.797527,144.948088
Molesworth Street between Harker Street and Abbotsford Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7974016<br>Longitude: 144.9476236<br>Latitude: -37.7974016<br>Longitude: 144.9476236<br>﻿UsageType: Disable Parking,-37.797402,144.947624
Molesworth Street between Harker Street and Abbotsford Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7973461<br>Longitude: 144.9475542<br>Latitude: -37.7973461<br>Longitude: 144.9475542<br>﻿UsageType: Disable Parking,-37.797346,144.947554
Molesworth Street between Haines Street and Harker Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984517<br>Longitude: 144.949248<br>Latitude: -37.7984517<br>Longitude: 144.949248<br>﻿UsageType: Disable Parking,-37.798452,144.949248
Miller Street between Curzon Street and Abbotsford Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8057283<br>Longitude: 144.9468393<br>Latitude: -37.8057283<br>Longitude: 144.9468393<br>﻿UsageType: Disable Parking,-37.805728,144.946839
Miles Street between Sturt Street and Moore Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.82818<br>Longitude: 144.9650386<br>Latitude: -37.82818<br>Longitude: 144.9650386<br>﻿UsageType: Disable Parking,-37.82818,144.965039
Merchant Street between Bourke Street and Victoria Harbour Promenade,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8196841<br>Longitude: 144.9435997<br>Latitude: -37.8196841<br>Longitude: 144.9435997<br>﻿UsageType: Disable Parking,-37.819684,144.9436
Merchant Street between Bourke Street and Collins Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8207809<br>Longitude: 144.9442293<br>Latitude: -37.8207809<br>Longitude: 144.9442293<br>﻿UsageType: Disable Parking,-37.820781,144.944229
Melrose Street between Brougham Street and Sutton Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7931878<br>Longitude: 144.9419946<br>Latitude: -37.7931878<br>Longitude: 144.9419946<br>﻿UsageType: Disable Parking,-37.793188,144.941995
Melrose Street between Brougham Street and Sutton Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.793131<br>Longitude: 144.9420045<br>Latitude: -37.793131<br>Longitude: 144.9420045<br>﻿UsageType: Disable Parking,-37.793131,144.942004
Melrose Street between Brougham Street and Sutton Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7930685<br>Longitude: 144.9420154<br>Latitude: -37.7930685<br>Longitude: 144.9420154<br>﻿UsageType: Disable Parking,-37.793068,144.942015
McMeikan Street between McConnell Street and Bellair Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7921397<br>Longitude: 144.9289978<br>Latitude: -37.7921397<br>Longitude: 144.9289978<br>﻿UsageType: Disable Parking,-37.79214,144.928998
McCracken Street between McMeikan Street and Wight Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7931853<br>Longitude: 144.9276634<br>Latitude: -37.7931853<br>Longitude: 144.9276634<br>﻿UsageType: Disable Parking,-37.793185,144.927663
McCracken Street between McMeikan Street and Wight Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7931299<br>Longitude: 144.9276648<br>Latitude: -37.7931299<br>Longitude: 144.9276648<br>﻿UsageType: Disable Parking,-37.79313,144.927665
McCracken Street between McMeikan Street and Wight Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7929979<br>Longitude: 144.9276681<br>Latitude: -37.7929979<br>Longitude: 144.9276681<br>﻿UsageType: Disable Parking,-37.792998,144.927668
McCracken Street between Hopetoun Street and McMeikan Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7919438<br>Longitude: 144.9276936<br>Latitude: -37.7919438<br>Longitude: 144.9276936<br>﻿UsageType: Disable Parking,-37.791944,144.927694
McConnell Street between Coote Street and McMeikan Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.791681<br>Longitude: 144.9286997<br>Latitude: -37.791681<br>Longitude: 144.9286997<br>﻿UsageType: Disable Parking,-37.791681,144.9287
Market Street between Liddy Street and Deveney Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.789818<br>Longitude: 144.9271068<br>Latitude: -37.789818<br>Longitude: 144.9271068<br>﻿UsageType: Disable Parking,-37.789818,144.927107
Market Street between Flinders Street and Flinders Lane,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8190039<br>Longitude: 144.9608401<br>Latitude: -37.8190039<br>Longitude: 144.9608401<br>﻿UsageType: Disable Parking,-37.819004,144.96084
Market Street between Flinders Street and Flinders Lane,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8189507<br>Longitude: 144.9608159<br>Latitude: -37.8189507<br>Longitude: 144.9608159<br>﻿UsageType: Disable Parking,-37.818951,144.960816
Maloney Street between Deveney Street and McIver Place,description: ﻿UsageType: Disable Parking<br>Latitude: -37.788833<br>Longitude: 144.9280659<br>Latitude: -37.788833<br>Longitude: 144.9280659<br>﻿UsageType: Disable Parking,-37.788833,144.928066
Macaulay Road between Henry Street and Kensington Road,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7942993<br>Longitude: 144.9284853<br>Latitude: -37.7942993<br>Longitude: 144.9284853<br>﻿UsageType: Disable Parking,-37.794299,144.928485
Macaulay Road between Henry Street and Kensington Road,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7941849<br>Longitude: 144.9284349<br>Latitude: -37.7941849<br>Longitude: 144.9284349<br>﻿UsageType: Disable Parking,-37.794185,144.928435
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.798581<br>Longitude: 144.9724788<br>Latitude: -37.798581<br>Longitude: 144.9724788<br>﻿UsageType: Disable Parking,-37.798581,144.972479
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985734<br>Longitude: 144.9724089<br>Latitude: -37.7985734<br>Longitude: 144.9724089<br>﻿UsageType: Disable Parking,-37.798573,144.972409
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.798566<br>Longitude: 144.9723402<br>Latitude: -37.798566<br>Longitude: 144.9723402<br>﻿UsageType: Disable Parking,-37.798566,144.97234
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985587<br>Longitude: 144.9722727<br>Latitude: -37.7985587<br>Longitude: 144.9722727<br>﻿UsageType: Disable Parking,-37.798559,144.972273
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985514<br>Longitude: 144.9722052<br>Latitude: -37.7985514<br>Longitude: 144.9722052<br>﻿UsageType: Disable Parking,-37.798551,144.972205
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985441<br>Longitude: 144.9721377<br>Latitude: -37.7985441<br>Longitude: 144.9721377<br>﻿UsageType: Disable Parking,-37.798544,144.972138
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985368<br>Longitude: 144.9720702<br>Latitude: -37.7985368<br>Longitude: 144.9720702<br>﻿UsageType: Disable Parking,-37.798537,144.97207
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985295<br>Longitude: 144.9720027<br>Latitude: -37.7985295<br>Longitude: 144.9720027<br>﻿UsageType: Disable Parking,-37.79853,144.972003
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985222<br>Longitude: 144.9719352<br>Latitude: -37.7985222<br>Longitude: 144.9719352<br>﻿UsageType: Disable Parking,-37.798522,144.971935
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985149<br>Longitude: 144.9718677<br>Latitude: -37.7985149<br>Longitude: 144.9718677<br>﻿UsageType: Disable Parking,-37.798515,144.971868
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985076<br>Longitude: 144.9718002<br>Latitude: -37.7985076<br>Longitude: 144.9718002<br>﻿UsageType: Disable Parking,-37.798508,144.9718
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7985002<br>Longitude: 144.9717327<br>Latitude: -37.7985002<br>Longitude: 144.9717327<br>﻿UsageType: Disable Parking,-37.7985,144.971733
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984929<br>Longitude: 144.9716652<br>Latitude: -37.7984929<br>Longitude: 144.9716652<br>﻿UsageType: Disable Parking,-37.798493,144.971665
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984856<br>Longitude: 144.9715977<br>Latitude: -37.7984856<br>Longitude: 144.9715977<br>﻿UsageType: Disable Parking,-37.798486,144.971598
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984784<br>Longitude: 144.9715302<br>Latitude: -37.7984784<br>Longitude: 144.9715302<br>﻿UsageType: Disable Parking,-37.798478,144.97153
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984712<br>Longitude: 144.9714627<br>Latitude: -37.7984712<br>Longitude: 144.9714627<br>﻿UsageType: Disable Parking,-37.798471,144.971463
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984639<br>Longitude: 144.9713952<br>Latitude: -37.7984639<br>Longitude: 144.9713952<br>﻿UsageType: Disable Parking,-37.798464,144.971395
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984566<br>Longitude: 144.9713277<br>Latitude: -37.7984566<br>Longitude: 144.9713277<br>﻿UsageType: Disable Parking,-37.798457,144.971328
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984494<br>Longitude: 144.9712602<br>Latitude: -37.7984494<br>Longitude: 144.9712602<br>﻿UsageType: Disable Parking,-37.798449,144.97126
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984421<br>Longitude: 144.9711927<br>Latitude: -37.7984421<br>Longitude: 144.9711927<br>﻿UsageType: Disable Parking,-37.798442,144.971193
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984348<br>Longitude: 144.9711251<br>Latitude: -37.7984348<br>Longitude: 144.9711251<br>﻿UsageType: Disable Parking,-37.798435,144.971125
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984276<br>Longitude: 144.9710576<br>Latitude: -37.7984276<br>Longitude: 144.9710576<br>﻿UsageType: Disable Parking,-37.798428,144.971058
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984203<br>Longitude: 144.9709901<br>Latitude: -37.7984203<br>Longitude: 144.9709901<br>﻿UsageType: Disable Parking,-37.79842,144.97099
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.798413<br>Longitude: 144.9709226<br>Latitude: -37.798413<br>Longitude: 144.9709226<br>﻿UsageType: Disable Parking,-37.798413,144.970923
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7984057<br>Longitude: 144.9708551<br>Latitude: -37.7984057<br>Longitude: 144.9708551<br>﻿UsageType: Disable Parking,-37.798406,144.970855
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7983985<br>Longitude: 144.9707876<br>Latitude: -37.7983985<br>Longitude: 144.9707876<br>﻿UsageType: Disable Parking,-37.798398,144.970788
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7983912<br>Longitude: 144.9707201<br>Latitude: -37.7983912<br>Longitude: 144.9707201<br>﻿UsageType: Disable Parking,-37.798391,144.97072
MacArthur Place South between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7983845<br>Longitude: 144.9706582<br>Latitude: -37.7983845<br>Longitude: 144.9706582<br>﻿UsageType: Disable Parking,-37.798384,144.970658
MacArthur Place North between Canning Street and Rathdowne Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7980237<br>Longitude: 144.9707022<br>Latitude: -37.7980237<br>Longitude: 144.9707022<br>﻿UsageType: Disable Parking,-37.798024,144.970702
Lygon Street between Victoria Street and Queensberry Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8064902<br>Longitude: 144.9660621<br>Latitude: -37.8064902<br>Longitude: 144.9660621<br>﻿UsageType: Disable Parking,-37.80649,144.966062
Lygon Street between Victoria Street and Queensberry Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8064289<br>Longitude: 144.9660727<br>Latitude: -37.8064289<br>Longitude: 144.9660727<br>﻿UsageType: Disable Parking,-37.806429,144.966073
Lygon Street between Victoria Street and Queensberry Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8054083<br>Longitude: 144.9660093<br>Latitude: -37.8054083<br>Longitude: 144.9660093<br>﻿UsageType: Disable Parking,-37.805408,144.966009
Lygon Street between Victoria Street and Queensberry Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8053433<br>Longitude: 144.9660205<br>Latitude: -37.8053433<br>Longitude: 144.9660205<br>﻿UsageType: Disable Parking,-37.805343,144.96602
Lygon Street between Princes Street and Macpherson Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.789245<br>Longitude: 144.9687938<br>Latitude: -37.789245<br>Longitude: 144.9687938<br>﻿UsageType: Disable Parking,-37.789245,144.968794
Lygon Street between Grattan Street and Faraday Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7996062<br>Longitude: 144.9670426<br>Latitude: -37.7996062<br>Longitude: 144.9670426<br>﻿UsageType: Disable Parking,-37.799606,144.967043
Lygon Street between Faraday Street and Elgin Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7977212<br>Longitude: 144.9673618<br>Latitude: -37.7977212<br>Longitude: 144.9673618<br>﻿UsageType: Disable Parking,-37.797721,144.967362
Lygon Street between Faraday Street and Elgin Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.7976681<br>Longitude: 144.9673709<br>Latitude: -37.7976681<br>Longitude: 144.9673709<br>﻿UsageType: Disable Parking,-37.797668,144.967371
Lonsdale Street between William Street and King Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.814192<br>Longitude: 144.9559584<br>Latitude: -37.814192<br>Longitude: 144.9559584<br>﻿UsageType: Disable Parking,-37.814192,144.955958
Lonsdale Street between William Street and King Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8140831<br>Longitude: 144.9563357<br>Latitude: -37.8140831<br>Longitude: 144.9563357<br>﻿UsageType: Disable Parking,-37.814083,144.956336
Lonsdale Street between Spring Street and Exhibition Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8096852<br>Longitude: 144.9707554<br>Latitude: -37.8096852<br>Longitude: 144.9707554<br>﻿UsageType: Disable Parking,-37.809685,144.970755
Lonsdale Street between Spring Street and Exhibition Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8096603<br>Longitude: 144.9708405<br>Latitude: -37.8096603<br>Longitude: 144.9708405<br>﻿UsageType: Disable Parking,-37.80966,144.97084
Lonsdale Street between Russell Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8111566<br>Longitude: 144.9663825<br>Latitude: -37.8111566<br>Longitude: 144.9663825<br>﻿UsageType: Disable Parking,-37.811157,144.966382
Lonsdale Street between Russell Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8111895<br>Longitude: 144.9656345<br>Latitude: -37.8111895<br>Longitude: 144.9656345<br>﻿UsageType: Disable Parking,-37.81119,144.965634
Lonsdale Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8136798<br>Longitude: 144.9577467<br>Latitude: -37.8136798<br>Longitude: 144.9577467<br>﻿UsageType: Disable Parking,-37.81368,144.957747
Lonsdale Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.813663<br>Longitude: 144.9578049<br>Latitude: -37.813663<br>Longitude: 144.9578049<br>﻿UsageType: Disable Parking,-37.813663,144.957805
Lonsdale Street between Exhibition Street and Russell Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8106289<br>Longitude: 144.9682096<br>Latitude: -37.8106289<br>Longitude: 144.9682096<br>﻿UsageType: Disable Parking,-37.810629,144.96821
Lonsdale Street between Exhibition Street and Russell Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8102789<br>Longitude: 144.9687295<br>Latitude: -37.8102789<br>Longitude: 144.9687295<br>﻿UsageType: Disable Parking,-37.810279,144.96873
Little Lothian Street North from Lothian Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8016315<br>Longitude: 144.9451597<br>Latitude: -37.8016315<br>Longitude: 144.9451597<br>﻿UsageType: Disable Parking,-37.801632,144.94516
Little Lonsdale Street between Spring Street and Exhibition Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8086422<br>Longitude: 144.9709391<br>Latitude: -37.8086422<br>Longitude: 144.9709391<br>﻿UsageType: Disable Parking,-37.808642,144.970939
Little Lonsdale Street between Russell Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8104095<br>Longitude: 144.9647085<br>Latitude: -37.8104095<br>Longitude: 144.9647085<br>﻿UsageType: Disable Parking,-37.81041,144.964708
Little Lonsdale Street between Russell Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8103891<br>Longitude: 144.9647789<br>Latitude: -37.8103891<br>Longitude: 144.9647789<br>﻿UsageType: Disable Parking,-37.810389,144.964779
Little Lonsdale Street between Russell Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8103703<br>Longitude: 144.964844<br>Latitude: -37.8103703<br>Longitude: 144.964844<br>﻿UsageType: Disable Parking,-37.81037,144.964844
Little Lonsdale Street between Russell Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8103518<br>Longitude: 144.964908<br>Latitude: -37.8103518<br>Longitude: 144.964908<br>﻿UsageType: Disable Parking,-37.810352,144.964908
Little Lonsdale Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8122981<br>Longitude: 144.9584449<br>Latitude: -37.8122981<br>Longitude: 144.9584449<br>﻿UsageType: Disable Parking,-37.812298,144.958445
Little Lonsdale Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8122772<br>Longitude: 144.9585169<br>Latitude: -37.8122772<br>Longitude: 144.9585169<br>﻿UsageType: Disable Parking,-37.812277,144.958517
Little Lonsdale Street between King Street and Spencer Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8138542<br>Longitude: 144.9528142<br>Latitude: -37.8138542<br>Longitude: 144.9528142<br>﻿UsageType: Disable Parking,-37.813854,144.952814
Little Dryburgh Street South from Lothian Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8035192<br>Longitude: 144.943891<br>Latitude: -37.8035192<br>Longitude: 144.943891<br>﻿UsageType: Disable Parking,-37.803519,144.943891
Little Docklands Drive between Footscray Road and Waterfront Way,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8129842<br>Longitude: 144.939405<br>Latitude: -37.8129842<br>Longitude: 144.939405<br>﻿UsageType: Disable Parking,-37.812984,144.939405
Little Curzon Street between Curzon Street and Victoria Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8040754<br>Longitude: 144.9484367<br>Latitude: -37.8040754<br>Longitude: 144.9484367<br>﻿UsageType: Disable Parking,-37.804075,144.948437
Little Collins Street between William Street and King Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8168778<br>Longitude: 144.9576166<br>Latitude: -37.8168778<br>Longitude: 144.9576166<br>﻿UsageType: Disable Parking,-37.816878,144.957617
Little Collins Street between Spring Street and Exhibition Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8127245<br>Longitude: 144.9721765<br>Latitude: -37.8127245<br>Longitude: 144.9721765<br>﻿UsageType: Disable Parking,-37.812724,144.972176
Little Collins Street between Russell Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8143766<br>Longitude: 144.9665524<br>Latitude: -37.8143766<br>Longitude: 144.9665524<br>﻿UsageType: Disable Parking,-37.814377,144.966552
Little Collins Street between Russell Street and Swanston Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8143569<br>Longitude: 144.966619<br>Latitude: -37.8143569<br>Longitude: 144.966619<br>﻿UsageType: Disable Parking,-37.814357,144.966619
Little Collins Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8160779<br>Longitude: 144.960747<br>Latitude: -37.8160779<br>Longitude: 144.960747<br>﻿UsageType: Disable Parking,-37.816078,144.960747
Little Collins Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8160584<br>Longitude: 144.9608158<br>Latitude: -37.8160584<br>Longitude: 144.9608158<br>﻿UsageType: Disable Parking,-37.816058,144.960816
Little Collins Street between King Street and Spencer Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8180046<br>Longitude: 144.9540792<br>Latitude: -37.8180046<br>Longitude: 144.9540792<br>﻿UsageType: Disable Parking,-37.818005,144.954079
Little Collins Street between King Street and Spencer Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.817987<br>Longitude: 144.9541401<br>Latitude: -37.817987<br>Longitude: 144.9541401<br>﻿UsageType: Disable Parking,-37.817987,144.95414
Little Collins Street between Exhibition Street and Russell Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.813178<br>Longitude: 144.9707113<br>Latitude: -37.813178<br>Longitude: 144.9707113<br>﻿UsageType: Disable Parking,-37.813178,144.970711
Little Collins Street between Elizabeth Street and Queen Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8153178<br>Longitude: 144.9631635<br>Latitude: -37.8153178<br>Longitude: 144.9631635<br>﻿UsageType: Disable Parking,-37.815318,144.963164
Little Collins Street between Elizabeth Street and Queen Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8152745<br>Longitude: 144.9633121<br>Latitude: -37.8152745<br>Longitude: 144.9633121<br>﻿UsageType: Disable Parking,-37.815274,144.963312
Little Bourke Street between William Street and King Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8148052<br>Longitude: 144.9574435<br>Latitude: -37.8148052<br>Longitude: 144.9574435<br>﻿UsageType: Disable Parking,-37.814805,144.957444
Little Bourke Street between Swanston Street and Elizabeth Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8130949<br>Longitude: 144.9633258<br>Latitude: -37.8130949<br>Longitude: 144.9633258<br>﻿UsageType: Disable Parking,-37.813095,144.963326
Little Bourke Street between Swanston Street and Elizabeth Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8128019<br>Longitude: 144.9643276<br>Latitude: -37.8128019<br>Longitude: 144.9643276<br>﻿UsageType: Disable Parking,-37.812802,144.964328
Little Bourke Street between Spring Street and Exhibition Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8104864<br>Longitude: 144.9722391<br>Latitude: -37.8104864<br>Longitude: 144.9722391<br>﻿UsageType: Disable Parking,-37.810486,144.972239
Little Bourke Street between Spring Street and Exhibition Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8104652<br>Longitude: 144.9723106<br>Latitude: -37.8104652<br>Longitude: 144.9723106<br>﻿UsageType: Disable Parking,-37.810465,144.972311
Little Bourke Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8143553<br>Longitude: 144.9588359<br>Latitude: -37.8143553<br>Longitude: 144.9588359<br>﻿UsageType: Disable Parking,-37.814355,144.958836
Little Bourke Street between Queen Street and William Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8143368<br>Longitude: 144.958901<br>Latitude: -37.8143368<br>Longitude: 144.958901<br>﻿UsageType: Disable Parking,-37.814337,144.958901
Little Bourke Street between Elizabeth Street and Queen Street,description: ﻿UsageType: Disable Parking<br>Latitude: -37.8137923<br>Longitude: 144.9609291<br>Latitude: -37.8137923<br>Longitude: 144.9609291<br>﻿UsageType: Disable Parking,-37.813792,144.960929
