RoadSegmentID,KerbsideID,RoadSegmentDescription,Latitude,Longitude,LastUpdated,Location
20996,,Curzon Street between Victoria Street and Elm Street,-37.8043861,144.9480023,2023-10-31,"-37.8043861, 144.9480023"
21433,,Roden Street between Spencer Street and King Street,-37.8070081,144.9488111,2023-10-31,"-37.8070081, 144.9488111"
20974,,Queensberry Street between Chetwynd Street and Leveson Street,-37.8033446,144.9515134,2024-08-08,"-37.8033446, 144.9515134"
21077,,Glass Street between Curzon Street and Errol Street,-37.8019515,144.9489143,2024-08-08,"-37.8019515, 144.9489143"
22159,,Salmon Street between Turner Street and Lorimer Street,-37.8231646,144.9214306,2024-08-08,"-37.8231646, 144.9214306"
21469,,Roden Street between Railway Place and Adderley Street,-37.8095274,144.9454833,2024-08-08,"-37.8095274, 144.9454833"
22886,,Henry Street between Derby Street and Altona Street,-37.795779,144.9262558,2024-08-08,"-37.795779, 144.9262558"
22397,,Park Street between West Coburg Tramway and Royal Parade,-37.7770083,144.9509676,2024-08-08,"-37.7770083, 144.9509676"
22336,,Benjamin Street between Story Street and Morrah Street,-37.7958321,144.9554203,2024-08-08,"-37.7958321, 144.9554203"
21052,,Arden Street between Munster Terrace and Laurens Street,-37.8001089,144.9430436,2023-11-20,"-37.8001089, 144.9430436"
21278,,Albermarle Street between Chelmsford Street and Hardiman Street,-37.7963337,144.9331744,2024-08-08,"-37.7963337, 144.9331744"
21166,,Haines Street between Abbotsford Street and Dryburgh Street,-37.798401,144.9459571,2024-10-24,"-37.798401, 144.9459571"
22397,,Park Street between West Coburg Tramway and Royal Parade,-37.7774332,144.9545202,2024-08-08,"-37.7774332, 144.9545202"
21561,,Evelyn Place between Nicholson Street and Albert Street,-37.8087418,144.9736887,2024-07-30,"-37.8087418, 144.9736887"
22397,,Park Street between West Coburg Tramway and Royal Parade,-37.7774576,144.954719,2024-08-08,"-37.7774576, 144.954719"
21875,,Darling Street between Grey Street and Gipps Street,-37.8130672,144.9896763,2024-08-08,"-37.8130672, 144.9896763"
21662,,Elizabeth Street between Fink Street and Bruce Street,-37.7978241,144.9330929,2024-08-08,"-37.7978241, 144.9330929"
21910,,Hotham Street between Hoddle Street and Simpson Street,-37.8144688,144.988693,2024-08-08,"-37.8144688, 144.988693"
22398,,Park Street between Oak Street and West Coburg Tramway,-37.7765388,144.9470669,2024-08-08,"-37.7765388, 144.9470669"
21007,,Victoria Street between Curzon Street and Abbotsford Street,-37.8047656,144.9468968,2024-08-08,"-37.8047656, 144.9468968"
21041,,Munster Terrace between Victoria Street and Queensberry Street,-37.8039947,144.9421538,2024-08-08,"-37.8039947, 144.9421538"
22168,,Lorimer Street between West Gate Bridge and Todd Road,-37.8241497,144.9072201,2024-08-08,"-37.8241497, 144.9072201"
21741,,Childers Street between Ormond Street and Kensington Road,-37.7990204,144.9236809,2024-08-08,"-37.7990204, 144.9236809"
22147,,Douglas Street between Turner Street and Cook Street,-37.824164,144.9241525,2024-08-08,"-37.824164, 144.9241525"
22262,,Domain Street between Toorak Road and Bromby Street,-37.8369635,144.9783091,2024-08-08,"-37.8369635, 144.9783091"
22356,,Fitzgibbon Street between Morrah Street and Bayles Street,-37.7952881,144.9568928,2024-08-08,"-37.7952881, 144.9568928"
21447,,Adderley Street between Abbotsford Street and Dryburgh Street,-37.8074488,144.9431081,2024-10-21,"-37.8074488, 144.9431081"
22397,,Park Street between West Coburg Tramway and Royal Parade,-37.7770475,144.9513001,2024-08-08,"-37.7770475, 144.9513001"
21685,,Sims Street between Dynon Road and Footscray Road,-37.8025812,144.9097172,2024-08-08,"-37.8025812, 144.9097172"
21077,,Glass Street between Curzon Street and Errol Street,-37.8020292,144.9492325,2024-08-08,"-37.8020292, 144.9492325"
21063,,Baillie Street between Curzon Street and Abbotsford Street,-37.8013809,144.947057,2024-08-08,"-37.8013809, 144.947057"
22148,,Turner Street between Salmon Street and Douglas Street,-37.8238156,144.9234868,2024-08-08,"-37.8238156, 144.9234868"
21132,,Courtney Street between Wreckyn Street and Villiers Street,-37.8008599,144.9524223,2024-08-08,"-37.8008599, 144.9524223"
21061,,Arden Street between Curzon Street and Abbotsford Street,-37.8006224,144.9474179,2024-10-24,"-37.8006224, 144.9474179"
21026,,Dryburgh Street between Victoria Street and Queensberry Street,-37.802718,144.9436625,2024-08-08,"-37.802718, 144.9436625"
21837,,Intersection of Kensington Road and Mercantile Parade,-37.7974724,144.9219786,2024-08-08,"-37.7974724, 144.9219786"
21168,,Haines Street between Curzon Street and Abbotsford Street,-37.7986178,144.9478458,2024-08-08,"-37.7986178, 144.9478458"
21293,,Henderson Street between Fogarty Street and Gracie Street,-37.7973453,144.9390331,2024-08-08,"-37.7973453, 144.9390331"
22168,,Lorimer Street between West Gate Bridge and Todd Road,-37.8256909,144.9044914,2024-08-08,"-37.8256909, 144.9044914"
21902,,Clarendon Street between Hotham Street and Gipps Street,-37.8131733,144.983204,2024-08-08,"-37.8131733, 144.983204"
21902,,Clarendon Street between Hotham Street and Gipps Street,-37.8134357,144.9831587,2024-08-08,"-37.8134357, 144.9831587"
21812,,Willis Street between Stockmans Way and The Crescent,-37.7934605,144.9185282,2024-08-08,"-37.7934605, 144.9185282"
22148,,Turner Street between Salmon Street and Douglas Street,-37.8238442,144.9228336,2024-08-08,"-37.8238442, 144.9228336"
22242,,Leopold Street between Toorak Road and Domain Road,-37.8351851,144.9831354,2024-08-08,"-37.8351851, 144.9831354"
21845,,Kensington Road between Mercantile Parade and Hobsons Road,-37.7980648,144.9209491,2024-08-08,"-37.7980648, 144.9209491"
22242,,Leopold Street between Toorak Road and Domain Road,-37.8351604,144.9831968,2024-08-08,"-37.8351604, 144.9831968"
21812,,Willis Street between Stockmans Way and The Crescent,-37.7930467,144.9181502,2024-08-08,"-37.7930467, 144.9181502"
21470,,Hawke Street between Railway Place and Adderley Street,-37.8091085,144.944783,2023-10-31,"-37.8091085, 144.944783"
21132,,Courtney Street between Wreckyn Street and Villiers Street,-37.8009014,144.9524736,2024-08-08,"-37.8009014, 144.9524736"
21035,,Queensberry Street between Lothian Street and Dryburgh Street,-37.8024241,144.9440556,2024-08-08,"-37.8024241, 144.9440556"
21042,,Queensberry Street between Munster Terrace and Laurens Street,-37.8021682,144.9417919,2024-08-08,"-37.8021682, 144.9417919"
21567,,Morrison Place between Victoria Parade and Albert Street,-37.8090936,144.9767282,2024-08-08,"-37.8090936, 144.9767282"
22325,,Morrah Street between Fitzgibbon Street and Wimble Street,-37.7957007,144.9563495,2024-08-08,"-37.7957007, 144.9563495"
22930,,Carrangall Place between Parkville Avenue and Garrard Street,-37.77953,144.9410662,2024-08-08,"-37.77953, 144.9410662"
22261,,Hope Street between Toorak Road and Domain Road,-37.83651,144.9792559,2024-08-08,"-37.83651, 144.9792559"
21561,,Evelyn Place between Nicholson Street and Albert Street,-37.8087343,144.9736202,2024-07-30,"-37.8087343, 144.9736202"
22607,,Royal Parade between Gatehouse Street and Degraves Street,-37.7932788,144.9581288,2024-08-08,"-37.7932788, 144.9581288"
22921,,Parkville Avenue from Strickland Road,-37.776201,144.9421736,2024-08-08,"-37.776201, 144.9421736"
22159,,Salmon Street between Turner Street and Lorimer Street,-37.8236247,144.9214102,2024-08-08,"-37.8236247, 144.9214102"
22842,,Stockmans Way between Speakmen Street and Simpson Walk,-37.7946762,144.9168571,2024-08-08,"-37.7946762, 144.9168571"
21321,,MacAulay Road between Gracie Street and Canning Street,-37.7959596,144.9396806,2024-08-08,"-37.7959596, 144.9396806"
21919,,George Street between Hoddle Street and Simpson Street,-37.8157495,144.9895101,2024-08-08,"-37.8157495, 144.9895101"
21739,,Altona Street between Ormond Street and Kensington Road,-37.7964901,144.9249825,2024-08-08,"-37.7964901, 144.9249825"
21919,,George Street between Hoddle Street and Simpson Street,-37.8156138,144.989192,2024-08-08,"-37.8156138, 144.989192"
22413,,Manningham Street between Southgate Street and Church Street,-37.7878824,144.94265,2024-08-08,"-37.7878824, 144.94265"
21015,,Queensberry Street between Curzon Street and Abbotsford Street,-37.8025941,144.9464456,2024-08-08,"-37.8025941, 144.9464456"
21567,,Morrison Place between Victoria Parade and Albert Street,-37.8087975,144.976639,2024-08-08,"-37.8087975, 144.976639"
21972,,Jolimont Road between Brunton Avenue and Wellington Parade South,-37.81797,144.9788411,2024-08-08,"-37.81797, 144.9788411"
22521,,Chelmsford Street between Barrett Street and Bent Street,-37.7966224,144.9346319,2024-08-08,"-37.7966224, 144.9346319"
22348,,Wimble Street between Morrah Street and Park Drive,-37.7949292,144.9557818,2024-08-08,"-37.7949292, 144.9557818"
22520,,Bent Street between Chelmsford Street and Hardiman Street,-37.7964066,144.9352804,2024-08-08,"-37.7964066, 144.9352804"
21056,,Lothian Street between Queensberry Street and Arden Street,-37.8011771,144.9448735,2024-08-08,"-37.8011771, 144.9448735"
22932,,Cade Way between Garrard Street and Garrard Street,-37.777645,144.9404161,2024-08-08,"-37.777645, 144.9404161"
20973,,Queensberry Street between Howard Street and Chetwynd Street,-37.8034802,144.9535744,2024-08-08,"-37.8034802, 144.9535744"
20973,,Queensberry Street between Howard Street and Chetwynd Street,-37.8034975,144.9537224,2024-08-08,"-37.8034975, 144.9537224"
21814,,Merino Mews between Francis Lane and Lascelles Square,-37.7937307,144.9178573,2024-08-08,"-37.7937307, 144.9178573"
21168,,Haines Street between Curzon Street and Abbotsford Street,-37.7986849,144.9484259,2024-08-08,"-37.7986849, 144.9484259"
22148,,Turner Street between Salmon Street and Douglas Street,-37.8238131,144.9236605,2024-08-08,"-37.8238131, 144.9236605"
21168,,Haines Street between Curzon Street and Abbotsford Street,-37.7984119,144.9468505,2024-08-08,"-37.7984119, 144.9468505"
22151,,Cook Street between Salmon Street and Todd Road,-37.8280088,144.9214867,2024-08-08,"-37.8280088, 144.9214867"
21015,,Queensberry Street between Curzon Street and Abbotsford Street,-37.8026081,144.9465709,2024-08-08,"-37.8026081, 144.9465709"
21438,,Stawell Street between Ireland Street and Dynon Road,-37.805819,144.9423533,2024-08-08,"-37.805819, 144.9423533"
21715,,Tennyson Street between Southey Street and Arden Street,-37.7979467,144.9300373,2024-08-08,"-37.7979467, 144.9300373"
22473,,Slater Street from St Kilda Road,-37.8388919,144.9771479,2024-08-08,"-37.8388919, 144.9771479"
22401,,Oak Street between Park Street and Poplar Road,-37.7778095,144.9426222,2024-08-08,"-37.7778095, 144.9426222"
21058,,Little Lothian Street North from Lothian Street,-37.8013565,144.9452063,2024-08-08,"-37.8013565, 144.9452063"
21972,,Jolimont Road between Brunton Avenue and Wellington Parade South,-37.8174717,144.9789278,2024-08-08,"-37.8174717, 144.9789278"
22931,,Bunjil Way between Parkville Avenue and Cade Way,-37.7806208,144.9405837,2024-08-08,"-37.7806208, 144.9405837"
21919,,George Street between Hoddle Street and Simpson Street,-37.8157683,144.989681,2024-08-08,"-37.8157683, 144.989681"
21044,,Dryburgh Street between Queensberry Street and Arden Street,-37.8009835,144.9439733,2024-08-08,"-37.8009835, 144.9439733"
22148,,Turner Street between Salmon Street and Douglas Street,-37.8238689,144.9226376,2024-08-08,"-37.8238689, 144.9226376"
22397,,Park Street between West Coburg Tramway and Royal Parade,-37.7772051,144.9526189,2024-08-08,"-37.7772051, 144.9526189"
22168,,Lorimer Street between West Gate Bridge and Todd Road,-37.8274336,144.902509,2024-08-08,"-37.8274336, 144.902509"
21567,,Morrison Place between Victoria Parade and Albert Street,-37.8089921,144.9767459,2024-08-08,"-37.8089921, 144.9767459"
21749,,Kensington Road between Derby Street and Altona Street,-37.7954482,144.9255012,2024-08-08,"-37.7954482, 144.9255012"
22330,,Fitzgibbon Street between Story Street and Morrah Street,-37.7965463,144.9566129,2024-08-08,"-37.7965463, 144.9566129"
22398,,Park Street between Oak Street and West Coburg Tramway,-37.776482,144.9465961,2024-08-08,"-37.776482, 144.9465961"
21685,,Sims Street between Dynon Road and Footscray Road,-37.8026273,144.9096913,2024-08-08,"-37.8026273, 144.9096913"
21007,,Victoria Street between Curzon Street and Abbotsford Street,-37.8047302,144.9465147,2024-08-08,"-37.8047302, 144.9465147"
22587,,Manningham Street between Church Street and Heathcote Road,-37.7873533,144.9421193,2024-08-08,"-37.7873533, 144.9421193"
21433,,Roden Street between Spencer Street and King Street,-37.8072403,144.9484999,2023-10-31,"-37.8072403, 144.9484999"
21844,,Kensington Road between Altona Street and Mercantile Parade,-37.7967898,144.9231655,2024-08-08,"-37.7967898, 144.9231655"
22397,,Park Street between West Coburg Tramway and Royal Parade,-37.7771435,144.9520993,2024-08-08,"-37.7771435, 144.9520993"
22397,,Park Street between West Coburg Tramway and Royal Parade,-37.7772209,144.9527509,2024-08-08,"-37.7772209, 144.9527509"
21777,,McTaggart Street between Westbourne Road and Sherwin Street,-37.7924244,144.922097,2024-08-08,"-37.7924244, 144.922097"
22397,,Park Street between West Coburg Tramway and Royal Parade,-37.7773464,144.9537927,2024-08-08,"-37.7773464, 144.9537927"
21329,,MacAulay Road between Haines Street and Fogarty Street,-37.79809,144.9420077,2024-08-08,"-37.79809, 144.9420077"
22144,,Hall Street between Lorimer Street and Turner Street,-37.8232155,144.9267647,2024-08-08,"-37.8232155, 144.9267647"
21327,,MacAulay Road between Fogarty Street and Gracie Street,-37.7972179,144.9410521,2024-08-08,"-37.7972179, 144.9410521"
22361,,Degraves Street between Fitzgibbon Street and Park Drive,-37.7936436,144.9567525,2024-08-08,"-37.7936436, 144.9567525"
21699,,Bellair Street between MacAulay Road and Wolseley Parade,-37.7950302,144.9306439,2024-08-08,"-37.7950302, 144.9306439"
22360,,Degraves Street between Royal Parade and Fitzgibbon Street,-37.7937262,144.9578075,2024-08-08,"-37.7937262, 144.9578075"
21041,,Munster Terrace between Victoria Street and Queensberry Street,-37.8040671,144.9421408,2024-08-08,"-37.8040671, 144.9421408"
21715,,Tennyson Street between Southey Street and Arden Street,-37.7978429,144.9302151,2024-08-08,"-37.7978429, 144.9302151"
22341,,Morrah Street between Park Drive and Gatehouse Street,-37.7952455,144.9544139,2024-08-08,"-37.7952455, 144.9544139"
21810,,McAllister Mews between Stockmans Way and Gatehouse Drive,-37.7926237,144.920149,2024-08-08,"-37.7926237, 144.920149"
21168,,Haines Street between Curzon Street and Abbotsford Street,-37.7985868,144.9475729,2024-08-08,"-37.7985868, 144.9475729"
21741,,Childers Street between Ormond Street and Kensington Road,-37.7986714,144.9213526,2024-08-08,"-37.7986714, 144.9213526"
22147,,Douglas Street between Turner Street and Cook Street,-37.8248388,144.9243599,2024-08-08,"-37.8248388, 144.9243599"
21403,,Milton Street between Dudley Street and Walsh Street,-37.8082557,144.9538357,2023-10-31,"-37.8082557, 144.9538357"
22607,,Royal Parade between Gatehouse Street and Degraves Street,-37.7933779,144.9581165,2024-08-08,"-37.7933779, 144.9581165"
22118,76070,Sturt Street between Miles Street and Coventry Street,-37.8295641,144.9656199,2024-05-06,"-37.8295641, 144.9656199"
21449,,Abbotsford Street between Railway Place and Adderley Street,-37.8080727,144.9435013,2023-10-31,"-37.8080727, 144.9435013"
22330,,Fitzgibbon Street between Story Street and Morrah Street,-37.7966336,144.956728,2024-08-08,"-37.7966336, 144.956728"
21041,,Munster Terrace between Victoria Street and Queensberry Street,-37.8038917,144.9421731,2024-08-08,"-37.8038917, 144.9421731"
22150,,Vegemite Way between Salmon Street and Douglas Street,-37.8274839,144.92388,2024-08-08,"-37.8274839, 144.92388"
22776,,Westbourne Road between Belmont Road and Bayswater Road,-37.7929199,144.9224842,2024-08-08,"-37.7929199, 144.9224842"
22608,,Royal Parade between Morrah Street and Story Street,-37.7964171,144.9577436,2024-08-08,"-37.7964171, 144.9577436"
22168,,Lorimer Street between West Gate Bridge and Todd Road,-37.8276762,144.9023162,2024-08-08,"-37.8276762, 144.9023162"
22120,,Miles Street between Sturt Street and Moore Street,-37.8282176,144.9656715,2024-05-20,"-37.8282176, 144.9656715"
20895,,Gisborne Street between Albert Street and Victoria Parade,-37.8088328,144.9759169,2024-10-24,"-37.8088328, 144.9759169"
21450,,Adderley Street between Hawke Street and Abbotsford Street,-37.8082841,144.94501,2023-10-31,"-37.8082841, 144.94501"
21945,,Wellington Parade between Simpson Street and Powlett Street,-37.8165903,144.9863434,2024-08-08,"-37.8165903, 144.9863434"
21228,,Dryburgh Street between Canning Street and Erskine Street,-37.7954808,144.9447145,2024-08-08,"-37.7954808, 144.9447145"
21945,,Wellington Parade between Simpson Street and Powlett Street,-37.8165306,144.9858062,2024-08-08,"-37.8165306, 144.9858062"
21931,,George Street between Powlett Street and Clarendon Street,-37.8150694,144.9834912,2024-08-08,"-37.8150694, 144.9834912"
21848,50643,Spring Street between Lonsdale Street and Little Lonsdale Street,-37.8085762,144.9717728,2023-10-31,"-37.8085762, 144.9717728"
22263,,Domain Street between Bromby Street and Domain Road,-37.8345143,144.9787377,2024-08-08,"-37.8345143, 144.9787377"
21848,,Spring Street between Lonsdale Street and Little Lonsdale Street,-37.809089,144.971994,2024-01-17,"-37.809089, 144.971994"
21321,,MacAulay Road between Gracie Street and Canning Street,-37.7960384,144.9397669,2024-08-08,"-37.7960384, 144.9397669"
20003,,Lonsdale Street between Exhibition Street and Russell Street,-37.8104152,144.9689359,2023-10-31,"-37.8104152, 144.9689359"
21685,,Sims Street between Dynon Road and Footscray Road,-37.8032332,144.9096632,2024-08-08,"-37.8032332, 144.9096632"
21910,,Hotham Street between Hoddle Street and Simpson Street,-37.814472,144.9887211,2024-08-08,"-37.814472, 144.9887211"
20011,65511,Lonsdale Street between Queen Street and William Street,-37.8130327,144.959303,2023-10-31,"-37.8130327, 144.959303"
20011,,Lonsdale Street between Queen Street and William Street,-37.8135392,144.9582338,2024-07-11,"-37.8135392, 144.9582338"
20011,65570,Lonsdale Street between Queen Street and William Street,-37.8135042,144.9580348,2023-10-31,"-37.8135042, 144.9580348"
20011,65547,Lonsdale Street between Queen Street and William Street,-37.8132811,144.9587994,2023-10-31,"-37.8132811, 144.9587994"
20151,52110,Russell Street between Little Bourke Street and Lonsdale Street,-37.8116184,144.9676932,2023-10-31,"-37.8116184, 144.9676932"
21634,,Franklin Street between Elizabeth Street and Queen Street,-37.8086623,144.9586688,2024-10-21,"-37.8086623, 144.9586688"
22369,,Gatehouse Street between Bayles Street and Park Drive,-37.7929826,144.9557993,2024-08-08,"-37.7929826, 144.9557993"
21634,,Franklin Street between Elizabeth Street and Queen Street,-37.8082985,144.9599754,2024-10-21,"-37.8082985, 144.9599754"
22159,,Salmon Street between Turner Street and Lorimer Street,-37.8224648,144.9210526,2024-08-08,"-37.8224648, 144.9210526"
21523,54737,Queen Street between La Trobe Street and A'Beckett Street,-37.8106799,144.9586196,2024-04-04,"-37.8106799, 144.9586196"
21685,,Sims Street between Dynon Road and Footscray Road,-37.8034989,144.9095442,2024-08-08,"-37.8034989, 144.9095442"
21450,,Adderley Street between Hawke Street and Abbotsford Street,-37.8080001,144.9440496,2023-10-31,"-37.8080001, 144.9440496"
20048,,Little Lonsdale Street between King Street and Spencer Street,-37.8137995,144.9530077,2024-01-23,"-37.8137995, 144.9530077"
20046,66454,Little Lonsdale Street between William Street and King Street,-37.8132496,144.9551249,2023-10-31,"-37.8132496, 144.9551249"
21814,,Merino Mews between Francis Lane and Lascelles Square,-37.793786,144.9177617,2024-08-08,"-37.793786, 144.9177617"
22348,,Wimble Street between Morrah Street and Park Drive,-37.7953256,144.9558587,2024-08-08,"-37.7953256, 144.9558587"
21464,,Roden Street between Adderley Street and Spencer Street,-37.8080657,144.9474301,2024-08-08,"-37.8080657, 144.9474301"
20149,,Russell Street between Little Collins Street and Bourke Street,-37.8135859,144.9683423,2023-10-31,"-37.8135859, 144.9683423"
22398,,Park Street between Oak Street and West Coburg Tramway,-37.7765912,144.9481927,2024-08-08,"-37.7765912, 144.9481927"
20034,65839,Little Lonsdale Street between Spring Street and Exhibition Street,-37.8089954,144.9695505,2023-10-31,"-37.8089954, 144.9695505"
20001,65052,Lonsdale Street between Spring Street and Exhibition Street,-37.8097106,144.9710023,2023-10-31,"-37.8097106, 144.9710023"
22435,,Royal Parade between Leonard Street and Walker Street,-37.7868604,144.9589195,2024-08-08,"-37.7868604, 144.9589195"
21293,,Henderson Street between Fogarty Street and Gracie Street,-37.7979545,144.9397017,2024-08-08,"-37.7979545, 144.9397017"
20001,,Lonsdale Street between Spring Street and Exhibition Street,-37.80974,144.970949,2023-10-31,"-37.80974, 144.970949"
20152,52214,Russell Street between Lonsdale Street and Little Lonsdale Street,-37.8103096,144.967096,2023-10-31,"-37.8103096, 144.967096"
21919,,George Street between Hoddle Street and Simpson Street,-37.815634,144.9884567,2024-08-08,"-37.815634, 144.9884567"
22360,,Degraves Street between Royal Parade and Fitzgibbon Street,-37.7935896,144.9574862,2024-08-08,"-37.7935896, 144.9574862"
20177,54631,Queen Street between Little Lonsdale Street and La Trobe Street,-37.8116635,144.9591913,2023-11-21,"-37.8116635, 144.9591913"
21301,,Arden Street between Fogarty Street and Langford Street,-37.7998598,144.939114,2024-08-08,"-37.7998598, 144.939114"
20177,54628,Queen Street between Little Lonsdale Street and La Trobe Street,-37.8117336,144.9592234,2023-11-21,"-37.8117336, 144.9592234"
22415,,Manningham Street between Oak Street and Heathcote Road,-37.7855749,144.9417327,2024-08-08,"-37.7855749, 144.9417327"
20171,,Queen Street between Flinders Lane and Collins Street,-37.8175006,144.9618446,2023-11-21,"-37.8175006, 144.9618446"
22842,,Stockmans Way between Speakmen Street and Simpson Walk,-37.7948036,144.9168313,2024-08-08,"-37.7948036, 144.9168313"
20116,62243,Collins Street between Queen Street and Market Street,-37.8172653,144.9606835,2024-01-17,"-37.8172653, 144.9606835"
22261,,Hope Street between Toorak Road and Domain Road,-37.836622,144.9791543,2024-08-08,"-37.836622, 144.9791543"
20116,62242,Collins Street between Queen Street and Market Street,-37.8172454,144.9607516,2023-10-31,"-37.8172454, 144.9607516"
22165,,Todd Road between Cook Street and Wharf Road,-37.8287863,144.9118235,2024-08-08,"-37.8287863, 144.9118235"
20114,62112,Collins Street between Elizabeth Street and Queen Street,-37.8164668,144.9628762,2024-01-22,"-37.8164668, 144.9628762"
21044,,Dryburgh Street between Queensberry Street and Arden Street,-37.8013539,144.9436656,2024-08-08,"-37.8013539, 144.9436656"
20110,61951,Collins Street between Russell Street and Swanston Street,-37.8151345,144.9680034,2023-10-31,"-37.8151345, 144.9680034"
22415,,Manningham Street between Oak Street and Heathcote Road,-37.7846275,144.9415912,2024-08-08,"-37.7846275, 144.9415912"
20120,62416,Collins Street between King Street and Spencer Street,-37.818524,144.9557361,2023-10-31,"-37.818524, 144.9557361"
21890,,Gipps Street between Powlett Street and Clarendon Street,-37.8129238,144.984686,2024-08-08,"-37.8129238, 144.984686"
20120,62412,Collins Street between King Street and Spencer Street,-37.8184503,144.9559932,2023-10-31,"-37.8184503, 144.9559932"
22397,,Park Street between West Coburg Tramway and Royal Parade,-37.777531,144.9553222,2024-08-08,"-37.777531, 144.9553222"
20084,63813,Bourke Street between Elizabeth Street and Queen Street,-37.8143613,144.9624601,2024-01-17,"-37.8143613, 144.9624601"
22168,,Lorimer Street between West Gate Bridge and Todd Road,-37.8260818,144.903811,2024-08-08,"-37.8260818, 144.903811"
20084,63811,Bourke Street between Elizabeth Street and Queen Street,-37.8143236,144.9625885,2024-01-17,"-37.8143236, 144.9625885"
21293,,Henderson Street between Fogarty Street and Gracie Street,-37.7976301,144.9393455,2024-08-08,"-37.7976301, 144.9393455"
20078,,Bourke Street between Exhibition Street and Russell Street,-37.8122158,144.9703482,2023-10-31,"-37.8122158, 144.9703482"
21107,,Courtney Street between Blackwood Street and Wreckyn Street,-37.8015449,144.9534441,2024-08-08,"-37.8015449, 144.9534441"
20090,,Bourke Street between King Street and Spencer Street,-37.8168873,144.9536037,2023-10-31,"-37.8168873, 144.9536037"
22706,,Birdwood Avenue between Dallas Brooks Drive and Domain Road,-37.8331038,144.9791825,2024-07-17,"-37.8331038, 144.9791825"
20148,,Russell Street between Collins Street and Little Collins Street,-37.8141051,144.9686949,2023-10-31,"-37.8141051, 144.9686949"
21685,,Sims Street between Dynon Road and Footscray Road,-37.8037025,144.9094457,2024-08-08,"-37.8037025, 144.9094457"
21616,52419,Russell Street between La Trobe Street and MacKenzie Street,-37.8080829,144.9660737,2024-04-03,"-37.8080829, 144.9660737"
22168,,Lorimer Street between West Gate Bridge and Todd Road,-37.8267694,144.9030523,2024-08-08,"-37.8267694, 144.9030523"
20105,63310,Little Collins Street between King Street and Spencer Street,-37.8174392,144.9557065,2023-11-21,"-37.8174392, 144.9557065"
22168,,Lorimer Street between West Gate Bridge and Todd Road,-37.8255242,144.9047864,2024-08-08,"-37.8255242, 144.9047864"
20173,,Queen Street between Little Collins Street and Bourke Street,-37.8155126,144.9610735,2023-11-21,"-37.8155126, 144.9610735"
22398,,Park Street between Oak Street and West Coburg Tramway,-37.7763547,144.9462317,2024-08-08,"-37.7763547, 144.9462317"
20752,35768,Argyle Place North between Lygon Street and Cardigan Street,-37.8020459,144.9654987,2024-09-20,"-37.8020459, 144.9654987"
22165,,Todd Road between Cook Street and Wharf Road,-37.8302398,144.9118229,2024-08-08,"-37.8302398, 144.9118229"
20752,,Argyle Place North between Lygon Street and Cardigan Street,-37.8019634,144.9655705,2024-09-20,"-37.8019634, 144.9655705"
22148,,Turner Street between Salmon Street and Douglas Street,-37.8238794,144.9225537,2024-08-08,"-37.8238794, 144.9225537"
20752,,Argyle Place North between Lygon Street and Cardigan Street,-37.801962,144.9664389,2024-09-20,"-37.801962, 144.9664389"
21842,,Hobsons Road between Kensington Road and Stock Bridge,-37.7978968,144.9196743,2024-08-08,"-37.7978968, 144.9196743"
21516,23210,Batman Street between Spencer Street and King Street,-37.8103716,144.9524566,2024-05-06,"-37.8103716, 144.9524566"
21276,,Eastwood Street between Chelmsford Street and Hardiman Street,-37.7957502,144.9314734,2024-08-08,"-37.7957502, 144.9314734"
21516,23222,Batman Street between Spencer Street and King Street,-37.8106336,144.9515139,2024-05-06,"-37.8106336, 144.9515139"
22351,,Bayles Street between Fitzgibbon Street and Park Drive,-37.7943893,144.9566222,2024-08-08,"-37.7943893, 144.9566222"
21494,,Batman Street between Adderley Street and Spencer Street,-37.8112647,144.9492569,2023-10-31,"-37.8112647, 144.9492569"
21329,,MacAulay Road between Haines Street and Fogarty Street,-37.7986096,144.9425769,2024-08-08,"-37.7986096, 144.9425769"
21494,,Batman Street between Adderley Street and Spencer Street,-37.8115607,144.9489089,2023-10-31,"-37.8115607, 144.9489089"
21015,,Queensberry Street between Curzon Street and Abbotsford Street,-37.8027641,144.9462658,2024-08-08,"-37.8027641, 144.9462658"
21494,,Batman Street between Adderley Street and Spencer Street,-37.8113871,144.9491758,2023-10-31,"-37.8113871, 144.9491758"
21044,,Dryburgh Street between Queensberry Street and Arden Street,-37.8012506,144.9439253,2024-08-08,"-37.8012506, 144.9439253"
21494,,Batman Street between Adderley Street and Spencer Street,-37.8115578,144.9485724,2023-10-31,"-37.8115578, 144.9485724"
21293,,Henderson Street between Fogarty Street and Gracie Street,-37.7980089,144.9397614,2024-08-08,"-37.7980089, 144.9397614"
21514,23820,Jeffcott Street between Spencer Street and King Street,-37.8115831,144.9525427,2024-05-06,"-37.8115831, 144.9525427"
21166,,Haines Street between Abbotsford Street and Dryburgh Street,-37.7982992,144.9450558,2024-08-08,"-37.7982992, 144.9450558"
21514,23843,Jeffcott Street between Spencer Street and King Street,-37.8115819,144.9529626,2024-05-06,"-37.8115819, 144.9529626"
22261,,Hope Street between Toorak Road and Domain Road,-37.8359477,144.979294,2024-08-08,"-37.8359477, 144.979294"
21557,16741,Pelham Street between Drummond Street and Lygon Street,-37.8028627,144.9670669,2024-08-30,"-37.8028627, 144.9670669"
